Municipality_ID,Municipality,Province,Year,Region_Group,Population,Bankrupt,Total Revenues_pc,"Current Tax, Contribution & Equalization Revenues_pc",Non‑Tax Revenues_pc,Current Transfers_pc,Revenues from Financial Asset Reduction_pc,Capital Revenues_pc,Treasurer/Cashier Advances_pc,Third‑Party & Giro Revenues_pc,Loan Uptake_pc,Total Expenses_pc,Administrative Deficit_pc,Public Debt_pc,Funds & Reserves_pc,Financial Advances_pc,Land Planning & Housing_pc,"Agriculture, Agri‑food Policies & Fisheries_pc",Economic Development & Competitiveness_pc,Energy & Diversification of Sources_pc,Sustainable Development & Environmental Protection_pc,Transport & Right to Mobility_pc,Tourism_pc,Justice_pc,Public Order & Safety_pc,Education & Right to Study_pc,"Social Rights, Policies & Family_pc",Employment & Vocational Training_pc,"Youth Policies, Sports & Leisure_pc",Civil Rescue_pc,Health Protection_pc,Cultural Heritage Protection & Enhancement_pc,"Institutional, General & Management Services_pc",Services for Third Parties_pc,Relations with Other Local Authorities_pc,International Relations_pc,Municipal Fragility Index (MFI) - (Decile),Employment rate (20-64 years),Population aged 25-64 with an educational qualification no higher than lower secondary education,Population growth rate
87054,VIZZINI,CT,2018,Isole,6029,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,42.83,49.55,-79.01
84003,ARAGONA,AG,2018,Isole,9362,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,54.66,36.1,-34.79
63087,VILLARICCA,,2018,Sud,31182,1,1051.3972163427618,361.62208966711563,126.08578667179783,1.7182669488807645,0.0,26.16641010839587,352.7560130844718,178.83150535565392,4.217144506446027,1184.8744788660124,,62.78125200436149,0.0,352.7560130844718,33.87977038034764,0.0,0.06487717272785581,0.0,159.15140144955424,33.86623693156308,0.0,1.6726957860304021,30.418222051183374,28.303989481110897,23.479154640497722,0.0,0.04188313770765185,1.698030915271631,0.0,3.6750048104675774,261.8028349688923,191.28317619139247,0.0,0.0,10,49.12,44.69,-3.34
80025,CAULONIA,RC,2018,Sud,7119,1,2883.0043545441777,448.8732968113499,117.44416350611041,477.4965585054081,0.0,25.991150442477878,992.2531254389661,762.3428852366906,58.603034134007586,2894.6472819216183,,71.6968675375755,0.0,887.3510324483776,76.70979070094114,0.0,1.264503441494592,0.0,187.2432925972749,0.0,0.0,0.0,44.08076977103526,52.257901390644754,298.78732968113496,0.0,0.8589689563140891,0.0,0.0,83.83270122208175,431.52816406798706,759.0361005759236,0.0,0.0,9,43.84,42.63,-19.85
82011,BOLOGNETTA,PA,2018,Isole,4194,1,2942.667381974249,1157.8938960419648,37.172150691464,229.75679542203147,0.0,212.64663805436336,953.7434430138293,351.4544587505961,0.0,2861.1831187410585,0.0,61.21649976156414,0.0,1116.9155937052933,86.83953266571292,0.11921793037672866,8.203385789222699,0.0,247.84763948497854,86.63543156890796,6.191463996185027,0.0,35.52718168812589,219.25917978063902,150.06747734859323,0.0,4.033619456366237,2.2615641392465426,0.0,24.92346208869814,458.6981402002861,352.4437291368622,0.0,0.0,9,46.05,53.12,9.11
80022,CARDETO,RC,2018,Sud,1521,1,5190.610782380013,410.6009204470743,331.5239973701512,927.8862590401052,0.0,2269.8336620644313,197.23865877712032,861.3261012491781,192.20118343195267,7946.218934911242,0.0,79.4707429322814,4.602235371466141,197.23865877712032,2907.1827744904667,0.0,112.02038132807364,1625.457593688363,869.7777777777778,0.0,13.149243918474689,0.0,71.8948060486522,90.97041420118343,455.1584483892176,0.0,22.873767258382642,9.861932938856016,0.0,21.819197896120972,607.2669296515451,857.474030243261,0.0,0.0,10,48.15,64.7,-154.14
13040,CAMPIONE D'ITALIA,CO,2018,Nord-ovest,1961,1,32375.689954105048,11207.441611422744,1020.4742478327383,3796.3972463029068,0.0,516.6149923508414,9233.036206017337,6601.7256501784805,0.0,32375.689954105048,,2272.9694033656297,0.0,9706.739928607853,0.0,0.0,0.0,0.0,249.40285568587456,349.82049974502803,136.63793982661906,254.18612952575216,1327.7608363080062,407.0851606323304,768.1749107598164,0.0,60.550739418663944,9.179500254971954,0.0,151.9260581336053,9709.36613972463,6971.890362060173,0.0,0.0,7,49.39,25.44,-118.75
63006,BACOLI,,2018,Sud,26245,1,2891.7951228805487,865.688702610021,272.9939417031816,24.838293008192036,3.3888359687559535,198.30885883025337,762.0499142693847,392.2651933701657,372.2613831205944,2886.5425795389597,39.35263859782816,100.17870070489617,30.268012954848544,876.3574014097924,92.37508096780338,0.0,9.70501047818632,0.0,511.80118117736714,164.83440655362926,32.958658792150885,0.0,72.94757096589827,101.63928367308058,114.30965898266336,0.0,11.74463707372833,4.261383120594399,0.0,6.543341588874071,329.8322347113736,426.78605448656884,0.0,0.0,7,49.68,39.92,-49.49
60019,CASSINO,FR,2018,Centro,36612,1,1053.2875286791216,556.8548017043593,107.4907134272916,128.25701955642958,0.0,78.87067081831094,84.4284933901453,97.38582978258495,0.0,1007.6857041407189,,83.77537419425325,0.0,84.4284933901453,20.610564842128262,0.0,7.305200480716705,0.0,198.75699224298043,85.06552496449251,0.0,7.782858079318256,28.764558068392876,57.0217961324156,132.17354965585054,0.0,2.0406697257729705,1.960586692887578,0.0,5.034496886266798,202.61228558942423,90.3527805091227,0.0,0.0,3,60.61,23.6,68.85
78121,SAN LORENZO DEL VALLO,CS,2018,Sud,3306,1,1220.576225045372,304.43315184513006,174.25105868118573,35.06473079249849,0.0,12.563218390804598,423.1016333938294,271.16273442226253,0.0,1377.3599516031459,,127.38203266787659,0.0,494.44313369630976,5.552934059286146,0.0,0.0,0.0,113.9779189352692,25.86509376890502,0.0,0.0,52.110405323653964,24.973684210526315,8.92226255293406,0.0,0.0,0.0,0.0,6.373260738052027,245.49274047186933,272.267090139141,0.0,0.0,10,40.77,53.2,-122.1
87017,GIARRE,CT,2018,Isole,27444,1,7258.0647500364375,1448.0033887188456,519.822183355196,908.4188164990526,13.276818248068794,281.03352281008597,766.2842151289899,3297.7407447893893,23.485060486809502,6643.484477481416,30.59113103046203,88.7580891998251,169.19508817956566,1612.9957732109021,100.15854102900452,0.5174172861098966,12.759145897099549,0.23957877860370208,572.750072875674,116.9891415245591,4.535526891123743,5.488048389447602,77.08923626293543,88.32531700918233,576.9208934557645,0.0,12.116637516397027,26.09914735461303,0.0,16.05261623670019,460.52747412913567,2701.9572584171406,0.009510275470048098,0.0,8,51.55,35.94,-12.9
61012,CANCELLO ED ARNONE,CE,2018,Sud,5679,1,502.3817573516464,141.54587075189295,22.995245641838352,24.579151259024478,0.0,170.2063743616834,47.24845923578095,95.80665610142631,0.0,492.32435287902797,,0.0,0.0,39.608205670012325,1.4338792040852262,0.0,0.0,0.0,107.6816340905089,3.7194928684627575,63.98925867230146,0.0,39.806832188765625,1.9538651170980808,1.3794682162352527,0.0,0.0,0.0,0.0,0.0,150.19739390737806,82.55432294418031,0.0,0.0,6,49.62,45.11,2.2
58097,SANTA MARINELLA,RM,2018,Centro,18933,1,2043.2181904610998,761.8436064015211,151.31072730153699,102.12031901970106,85.49706861036286,56.59103153224529,672.7503301114456,213.1051074842867,0.0,2056.939101040511,,62.89013891089632,0.0,687.6579517245021,27.34215391116041,0.020229229387841337,54.18940474304125,0.0,275.1767284635293,101.13019595415412,2.2132255849574816,0.0,35.45592351978028,38.21507420905298,78.29028680082396,0.0,6.727248719167591,0.7042729625521577,0.0,13.85163471187873,441.131410764274,231.94327364918396,0.0,0.0,5,62.87,26.62,90.99
78026,CAROLEI,CS,2018,Sud,3335,1,634.4368815592204,365.88125937031487,76.98020989505247,60.580509745127436,0.0,4.2227886056971515,0.0,121.3592203898051,5.412893553223388,652.1613193403298,,34.086656671664166,0.0,0.0,4.162218890554723,0.0,0.0,5.712743628185907,123.04197901049476,14.026386806596701,0.0,0.0,12.276461769115443,47.2743628185907,45.2767616191904,0.0,1.4749625187406297,1.7091454272863569,0.0,1.6338830584707646,233.0752623688156,128.41079460269864,0.0,0.0,9,50.96,34.83,-62.05
70003,BOJANO,CB,2018,Sud,8033,1,6721.599277978339,974.1192580605004,737.3026266650069,590.7362131208764,97.0908751400473,2472.827212747417,333.6323913855347,1509.409062616706,6.481638242250716,6658.555832192207,0.0,1071.1679322793477,166.8527324785261,333.6323913855347,126.06236773310096,0.493215486119756,646.8529814515125,491.22121249844395,1008.9661396738454,237.78252209635255,3.7704469065106436,0.44553715921822484,38.26005228432715,444.4589817004855,218.22320428233536,0.0,8.59380057263787,21.11851114154114,0.0,13.322917963400972,363.238018175028,1464.092991410432,0.0,0.0,4,57.8,36.16,-34.02
